"","time_interval","time_frame","dataset_name","b","X","N","lm_intercept","lm_slope"
"b108","monthly","2014-12","salesforce",-0.721074716044641,12,1071,1.67515479173269,-0.703516949420967
"b109","monthly","2014-12","salesforce",-0.718617279786563,13,1071,1.72437010050237,-0.700214369160784
"b110","monthly","2014-12","salesforce",-0.716265770767763,14,1071,1.76925775483961,-0.697078499663864
"b111","monthly","2014-12","salesforce",-0.713960395088325,15,1071,1.81166847747024,-0.694307294271594
"b112","monthly","2014-12","salesforce",-0.711802755045009,16,1071,1.8502724307403,-0.691587470313842
"b113","monthly","2014-12","salesforce",-0.7096655106423,17,1071,1.88620948136644,-0.688997633811347
"b114","monthly","2014-12","salesforce",-0.707644876730233,18,1071,1.91993580558021,-0.68657585210479
"b115","monthly","2014-12","salesforce",-0.705708485984653,19,1071,1.95132901588833,-0.6842341818658
"b116","monthly","2014-12","salesforce",-0.70383127337207,20,1071,1.98034408772814,-0.681896566271586
"b117","monthly","2014-12","salesforce",-0.701959150496615,21,1071,2.0078528793063,-0.679663966632611
"b118","monthly","2014-12","salesforce",-0.700105253088174,22,1071,2.03334850100378,-0.677411910408601
"b119","monthly","2014-12","salesforce",-0.698296170972673,23,1071,2.05667516171077,-0.675081724580269
"b120","monthly","2014-12","salesforce",-0.696498247449736,24,1071,2.0782820805867,-0.672725111226642
"b121","monthly","2014-12","salesforce",-0.694755623116752,25,1071,2.09803797732474,-0.670317185616753
"b122","monthly","2014-12","salesforce",-0.693034136768675,26,1071,2.11627778183013,-0.667882861966908
"b123","monthly","2014-12","salesforce",-0.691324256327239,27,1071,2.13349533545421,-0.665489840436563
"b124","monthly","2014-12","salesforce",-0.689595562525189,28,1071,2.14917480826996,-0.663021319049353
"b125","monthly","2014-12","salesforce",-0.687858007607314,29,1071,2.16415508389061,-0.660614564396935
"b126","monthly","2014-12","salesforce",-0.686173319022011,30,1071,2.17787635935285,-0.658179720353726
"b127","monthly","2014-12","salesforce",-0.68454141911668,31,1071,2.19022763551048,-0.655681362565712
"b128","monthly","2014-12","salesforce",-0.682912715810733,32,1071,2.20186763927601,-0.653211655881057
"b129","monthly","2014-12","salesforce",-0.681287949394495,33,1071,2.21245521672393,-0.650701352196206
"b130","monthly","2014-12","salesforce",-0.679678347596306,34,1071,2.22233621798621,-0.648206832854026
"b131","monthly","2014-12","salesforce",-0.678077696544341,35,1071,2.23200326137973,-0.645808486676143
"b132","monthly","2014-12","salesforce",-0.676485084717805,36,1071,2.24143790007356,-0.64349441746838
"b133","monthly","2014-12","salesforce",-0.674901570372948,37,1071,2.25064652312326,-0.641258783243156
"b134","monthly","2014-12","salesforce",-0.673330113603183,38,1071,2.25946071214933,-0.639065562750678
"b135","monthly","2014-12","salesforce",-0.671769137060256,39,1071,2.26792893026806,-0.63692060736437
"b136","monthly","2014-12","salesforce",-0.670223345075139,40,1071,2.27630949966111,-0.634863379861988
"b137","monthly","2014-12","salesforce",-0.668689131071935,41,1071,2.28447173816082,-0.632863286515526
"b138","monthly","2014-12","salesforce",-0.667177706160813,42,1071,2.29281841075909,-0.630992276537295
"b139","monthly","2014-12","salesforce",-0.665666790194839,43,1071,2.30112635957402,-0.629198057803936
"b140","monthly","2014-12","salesforce",-0.664165873243267,44,1071,2.30960679842276,-0.627515395059672
"b141","monthly","2014-12","salesforce",-0.662672973936676,45,1071,2.31800564899301,-0.625895511721126
"b142","monthly","2014-12","salesforce",-0.661226395038717,46,1071,2.32611567757475,-0.624309866723159
"b143","monthly","2014-12","salesforce",-0.659792935127216,47,1071,2.33459892640737,-0.622862490512605
"b144","monthly","2014-12","salesforce",-0.65837345267711,48,1071,2.34334646696552,-0.621531967400109
"b145","monthly","2014-12","salesforce",-0.656971684870752,49,1071,2.35180997025067,-0.620218381981928
"b146","monthly","2014-12","salesforce",-0.655583155578384,50,1071,2.35998356377549,-0.618916980627716
"b147","monthly","2014-1-","salesforce",-0.737812105150287,2,924,0.644458347897712,-0.785383512785069
"b148","monthly","2014-1-","salesforce",-0.725817689193476,3,924,0.972513460204915,-0.780076546335547
"b149","monthly","2014-1-","salesforce",-0.719321544279047,4,924,1.18871612417444,-0.774030975270496
"b150","monthly","2014-1-","salesforce",-0.713865540808571,5,924,1.34906859231541,-0.768217325209376
"b151","monthly","2014-1-","salesforce",-0.709490332707998,6,924,1.47632838733704,-0.76299739789358
"b152","monthly","2014-1-","salesforce",-0.705840594128848,7,924,1.58026431336866,-0.758142454976113
"b153","monthly","2014-1-","salesforce",-0.702303459915428,8,924,1.67024328315166,-0.754008952719605
"b154","monthly","2014-1-","salesforce",-0.699174127444203,9,924,1.74900349716813,-0.75035039342045
"b155","monthly","2014-1-","salesforce",-0.696479716176131,10,924,1.81779523098887,-0.746924299405573
"b156","monthly","2014-1-","salesforce",-0.693848627155822,11,924,1.88035939788941,-0.743946085606005
"b157","monthly","2014-1-","salesforce",-0.691397757851897,12,924,1.93664340016454,-0.741120646125135
"b158","monthly","2014-1-","salesforce",-0.689216615484685,13,924,1.98648450337829,-0.738214128270653
"b159","monthly","2014-1-","salesforce",-0.68704607398439,14,924,2.03242793760866,-0.735507642605344
"b160","monthly","2014-1-","salesforce",-0.684962962144795,15,924,2.07391805987289,-0.732791002829468
"b161","monthly","2014-1-","salesforce",-0.682999061610758,16,924,2.11186500596572,-0.730129983708014
"b162","monthly","2014-1-","salesforce",-0.681100520727682,17,924,2.14655872180037,-0.727466561868188
"b163","monthly","2014-1-","salesforce",-0.679298240020291,18,924,2.17753338816203,-0.724648819386765
"b164","monthly","2014-1-","salesforce",-0.677536830554741,19,924,2.20616572840604,-0.721871478834726
"b165","monthly","2014-1-","salesforce",-0.675843591099339,20,924,2.23143369796518,-0.718917749936058
"b166","monthly","2014-1-","salesforce",-0.674172940043606,21,924,2.25469325416496,-0.715974767745959
"b167","monthly","2014-1-","salesforce",-0.672521271064465,22,924,2.27615708955259,-0.713044781478136
"b168","monthly","2014-1-","salesforce",-0.670881667947358,23,924,2.29601253353255,-0.710132148577237
"b169","monthly","2014-1-","salesforce",-0.669292887931547,24,924,2.31453472468562,-0.707279827513092
"b170","monthly","2014-1-","salesforce",-0.667750323733026,25,924,2.33102641741999,-0.704330024253051
"b171","monthly","2014-1-","salesforce",-0.666208982884155,26,924,2.34612090685266,-0.701369690948338
"b172","monthly","2014-1-","salesforce",-0.664701678359709,27,924,2.36033689641797,-0.698489247363512
"b173","monthly","2014-1-","salesforce",-0.66322300098018,28,924,2.37454765630013,-0.695826916119023
"b174","monthly","2014-1-","salesforce",-0.661773160235975,29,924,2.38811548471003,-0.693249721051809
"b175","monthly","2014-1-","salesforce",-0.660356759050395,30,924,2.40186935873892,-0.690900768366509
"b176","monthly","2014-1-","salesforce",-0.659024955777551,31,924,2.41496098258373,-0.688626687441962
"b177","monthly","2014-1-","salesforce",-0.657703442375617,32,924,2.42800703554561,-0.686511459974115
"b178","monthly","2014-1-","salesforce",-0.656417045622996,33,924,2.44053826600027,-0.684456130564778
"b179","monthly","2014-1-","salesforce",-0.655146569831615,34,924,2.45263616540965,-0.682465863978583
"b180","monthly","2014-1-","salesforce",-0.653880819876182,35,924,2.4647604150988,-0.680612346970233
"b181","monthly","2014-1-","salesforce",-0.652638379655735,36,924,2.47638629681287,-0.678795303961596
"b182","monthly","2014-1-","salesforce",-0.651390793042768,37,924,2.48779869781177,-0.67705316004552
"b183","monthly","2014-1-","salesforce",-0.650163688689149,38,924,2.49886292733485,-0.675363241082084
"b184","monthly","2014-1-","salesforce",-0.648936274210986,39,924,2.5096232994815,-0.673716914674428
"b185","monthly","2014-1-","salesforce",-0.647721604496836,40,924,2.5198871220586,-0.672080351143326
"b186","monthly","2014-1-","salesforce",-0.646521256159655,41,924,2.5298549254416,-0.670486251211331
"b187","monthly","2014-1-","salesforce",-0.645315358188973,42,924,2.53980262303936,-0.66897552290218
"b188","monthly","2014-1-","salesforce",-0.644125463521066,43,924,2.5487518287004,-0.667370744264289
"b189","monthly","2014-1-","salesforce",-0.642954486929702,44,924,2.55718934095926,-0.665757227835528
"b190","monthly","2014-1-","salesforce",-0.641791448693195,45,924,2.5652868918374,-0.664159654703875
"b191","monthly","2014-1-","salesforce",-0.640626408363544,46,924,2.57292483077089,-0.662550752646582
"b192","monthly","2014-1-","salesforce",-0.639473240620885,47,924,2.58044202947383,-0.660994210593475
"b193","monthly","2014-1-","salesforce",-0.638317847754641,48,924,2.58796267684099,-0.659501219717384
"b194","monthly","2014-1-","salesforce",-0.637174454775381,49,924,2.5949227566754,-0.657976342904714
"b195","monthly","2014-1-","salesforce",-0.636040844036283,50,924,2.60154580515808,-0.656454090288573
"b196","monthly","2014-2-","salesforce",-0.774190262209583,2,897,0.535084763852162,-0.781504316569432
"b197","monthly","2014-2-","salesforce",-0.759478964519497,3,897,0.844894027256718,-0.772115729645224
"b198","monthly","2014-2-","salesforce",-0.748783782522287,4,897,1.06477382533854,-0.765703431078657
"b199","monthly","2014-2-","salesforce",-0.741618216022194,5,897,1.22432391909726,-0.758900427330483
"b200","monthly","2014-2-","salesforce",-0.736628452022371,6,897,1.34735698890723,-0.752218421367283
"b201","monthly","2014-2-","salesforce",-0.732657519889365,7,897,1.44816842139234,-0.746133824208879
"b202","monthly","2014-2-","salesforce",-0.729015125411822,8,897,1.53678484421003,-0.741195372944474
"b203","monthly","2014-2-","salesforce",-0.725725238659338,9,897,1.61630243229152,-0.737221060928863
"b204","monthly","2014-2-","salesforce",-0.722826728444615,10,897,1.68739563178271,-0.733820117816748
"b205","monthly","2014-2-","salesforce",-0.720101325375818,11,897,1.7499207720391,-0.730458697512867
"b206","monthly","2014-2-","salesforce",-0.71753981390955,12,897,1.80615838682162,-0.72728976655014
"b207","monthly","2014-2-","salesforce",-0.715118445955435,13,897,1.85708111812448,-0.72429406535639
"b208","monthly","2014-2-","salesforce",-0.712764452241297,14,897,1.9031828299244,-0.721344622433023
"b209","monthly","2014-2-","salesforce",-0.710567830825073,15,897,1.94447063446981,-0.718346470555995
"b210","monthly","2014-2-","salesforce",-0.708430736565227,16,897,1.98142418749398,-0.715239767434805
"b211","monthly","2014-2-","salesforce",-0.706408400514355,17,897,2.01439837458249,-0.712057973906363
"b212","monthly","2014-2-","salesforce",-0.704384875807644,18,897,2.04408654923146,-0.708802725442915
"b213","monthly","2014-2-","salesforce",-0.702365581193502,19,897,2.07099187326446,-0.705510893885734
"b214","monthly","2014-2-","salesforce",-0.700376109486464,20,897,2.09554146029457,-0.702220255459749
"b215","monthly","2014-2-","salesforce",-0.698384302949283,21,897,2.11830274452595,-0.698986458879909
"b216","monthly","2014-2-","salesforce",-0.696448876636403,22,897,2.13891276777417,-0.695719845237643
"b217","monthly","2014-2-","salesforce",-0.694543250583676,23,897,2.15737621862607,-0.692387447879537
"b218","monthly","2014-2-","salesforce",-0.692622883490246,24,897,2.17493276144225,-0.689182851517647
"b219","monthly","2014-2-","salesforce",-0.69069590897865,25,897,2.19112122851524,-0.685997405221538
"b220","monthly","2014-2-","salesforce",-0.688790585351816,26,897,2.20653861671806,-0.682926766458418
"b221","monthly","2014-2-","salesforce",-0.686905091689552,27,897,2.22140606029288,-0.679994931782772
"b222","monthly","2014-2-","salesforce",-0.685086266221193,28,897,2.23565220838518,-0.677185287395095
"b223","monthly","2014-2-","salesforce",-0.683260594233382,29,897,2.24965661603779,-0.674529454108339
"b224","monthly","2014-2-","salesforce",-0.681470414281949,30,897,2.26354989775052,-0.672052494107964
"b225","monthly","2014-2-","salesforce",-0.679682007884842,31,897,2.27677577469113,-0.669631606605423
"b226","monthly","2014-2-","salesforce",-0.677927997371357,32,897,2.28939388272269,-0.667273729239782
"b227","monthly","2014-2-","salesforce",-0.676236365776379,33,897,2.30153587062251,-0.66500163713824
"b228","monthly","2014-2-","salesforce",-0.674554470386667,34,897,2.31363177895778,-0.662866673085269
"b229","monthly","2014-2-","salesforce",-0.672926057733101,35,897,2.32562972275972,-0.660862213635166
"b230","monthly","2014-2-","salesforce",-0.671326762386324,36,897,2.33721211207633,-0.658916398259008
"b231","monthly","2014-2-","salesforce",-0.669757507949675,37,897,2.34899369593781,-0.657134272940308
"b232","monthly","2014-2-","salesforce",-0.66823941501995,38,897,2.36027298007976,-0.655386730644636
"b233","monthly","2014-2-","salesforce",-0.666744731072199,39,897,2.37151975874382,-0.653745945743648
"b234","monthly","2014-2-","salesforce",-0.665250365472281,40,897,2.38252654248009,-0.65215934888725
"b235","monthly","2014-2-","salesforce",-0.663794883071645,41,897,2.39293416485509,-0.650569250739212
"b236","monthly","2014-2-","salesforce",-0.662363603448305,42,897,2.40333150102865,-0.649073970113176
"b237","monthly","2014-2-","salesforce",-0.660961312838743,43,897,2.41318010303476,-0.647569252413463
"b238","monthly","2014-2-","salesforce",-0.659539493066845,44,897,2.42293389958081,-0.646120494294965
"b239","monthly","2014-2-","salesforce",-0.658140768019328,45,897,2.43236608438277,-0.6446973594076
"b240","monthly","2014-2-","salesforce",-0.656755737285596,46,897,2.44177502426187,-0.643346034814805
"b241","monthly","2014-2-","salesforce",-0.655381193603447,47,897,2.45023680287349,-0.641896645070306
"b242","monthly","2014-2-","salesforce",-0.654046563933385,48,897,2.45808438554532,-0.640413139039236
"b243","monthly","2014-2-","salesforce",-0.652698682357985,49,897,2.46572758979592,-0.638953039794455
"b244","monthly","2014-2-","salesforce",-0.651386455216205,50,897,2.47310146195058,-0.637513385267004
"b245","monthly","2014-3-","salesforce",-0.780804306719849,2,849,0.495948320786963,-0.776214908405848
"b246","monthly","2014-3-","salesforce",-0.762141021025065,3,849,0.846981379368755,-0.772844318426009
"b247","monthly","2014-3-","salesforce",-0.750030739157207,4,849,1.08173469852239,-0.768381955322182
"b248","monthly","2014-3-","salesforce",-0.741641425508363,5,849,1.25907673933428,-0.764567947576647
"b249","monthly","2014-3-","salesforce",-0.735023849168774,6,849,1.40050429611141,-0.761007674623597
"b250","monthly","2014-3-","salesforce",-0.729761373292268,7,849,1.51633622955956,-0.757580122040594
"b251","monthly","2014-3-","salesforce",-0.725330057847122,8,849,1.61291622041773,-0.754085187735205
"b252","monthly","2014-3-","salesforce",-0.721278359127437,9,849,1.69754897179265,-0.751021685412663
"b253","monthly","2014-3-","salesforce",-0.717454261326366,10,849,1.77411580779656,-0.748520372342784
"b254","monthly","2014-3-","salesforce",-0.71408138524407,11,849,1.84101905728662,-0.745902041997648
"b255","monthly","2014-3-","salesforce",-0.711034780029786,12,849,1.89970744254652,-0.743130868633098
"b256","monthly","2014-3-","salesforce",-0.708123667728075,13,849,1.95181425395601,-0.740246464700201
"b257","monthly","2014-3-","salesforce",-0.705437982100791,14,849,1.99786715218512,-0.737197441272027
"b258","monthly","2014-3-","salesforce",-0.702936162751325,15,849,2.03910105499142,-0.734085708567723
"b259","monthly","2014-3-","salesforce",-0.700535789683262,16,849,2.07591560552677,-0.730861982960191
"b260","monthly","2014-3-","salesforce",-0.698225280263951,17,849,2.10910112750803,-0.727600595353532
"b261","monthly","2014-3-","salesforce",-0.696057513672693,18,849,2.13930905779231,-0.724371640516348
"b262","monthly","2014-3-","salesforce",-0.693901982144818,19,849,2.16703027426142,-0.721172157241269
"b263","monthly","2014-3-","salesforce",-0.691837450394087,20,849,2.19150441516687,-0.717823281786411
"b264","monthly","2014-3-","salesforce",-0.689804982796185,21,849,2.2149938087034,-0.714703740035223
"b265","monthly","2014-3-","salesforce",-0.687838715526681,22,849,2.23640080502732,-0.711561479820067
"b266","monthly","2014-3-","salesforce",-0.685888219111436,23,849,2.25644790019801,-0.708499824346808
"b267","monthly","2014-3-","salesforce",-0.683950946347291,24,849,2.27583278744995,-0.705618937908451
"b268","monthly","2014-3-","salesforce",-0.682120453756658,25,849,2.29423558315896,-0.70286913624794
"b269","monthly","2014-3-","salesforce",-0.680312992726255,26,849,2.31207271161996,-0.700270801194171
"b270","monthly","2014-3-","salesforce",-0.67853484931655,27,849,2.32920115830996,-0.697784134055062
"b271","monthly","2014-3-","salesforce",-0.676832658968846,28,849,2.34486226567042,-0.695255210766135
"b272","monthly","2014-3-","salesforce",-0.675223811182472,29,849,2.35926386730162,-0.692719858516732
"b273","monthly","2014-3-","salesforce",-0.673658366364599,30,849,2.37361961013737,-0.690384919455395
"b274","monthly","2014-3-","salesforce",-0.672094740952949,31,849,2.38810151031885,-0.688245113485939
"b275","monthly","2014-3-","salesforce",-0.670528603595845,32,849,2.40221143607541,-0.686201717916303
"b276","monthly","2014-3-","salesforce",-0.669013671054672,33,849,2.41579870885639,-0.684225662232522
"b277","monthly","2014-3-","salesforce",-0.667515972562596,34,849,2.42940831983602,-0.682401738417008
"b278","monthly","2014-3-","salesforce",-0.666063146331031,35,849,2.44211779932861,-0.680558796036111
"b279","monthly","2014-3-","salesforce",-0.664596423133976,36,849,2.45433591419775,-0.678744728652457
"b280","monthly","2014-3-","salesforce",-0.663151665673884,37,849,2.46614739661995,-0.67697945345025
"b281","monthly","2014-3-","salesforce",-0.661745114091373,38,849,2.47751967030004,-0.675252710346024
"b282","monthly","2014-3-","salesforce",-0.660399489379104,39,849,2.4884609481319,-0.673572987171944
"b283","monthly","2014-3-","salesforce",-0.65906042669178,40,849,2.4990099827748,-0.671923331894688
